height_m,wet_radius_micron,concentration_m3
1.0,99341.28210817614,3.7241668354255084e-07
1.0,102362.30592070491,3.8428587747971757e-07
1.0,105475.20075283584,3.965168612207868e-07
1.0,108682.76045353094,4.091205186922559e-07
1.0,111987.86383425782,4.2210805929829045e-07
1.0,115393.47725274699,4.354910272620124e-07
1.0,118902.65727532245,4.492813112217657e-07
1.0,122518.55342019544,4.63491154089682e-07
1.0,126244.41098418315,4.781331631869976e-07
1.0,130083.57395538961,4.932203206636202e-07
1.0,134039.4880144627,5.087659942230118e-07
1.0,138115.70362712117,5.247839481743233e-07
1.0,142315.87923072715,5.412883548349903e-07
1.0,146643.78451776397,5.582938063270442e-07
1.0,151103.30381916664,5.758153268006436e-07
1.0,155698.439590541,5.938683851486434e-07
1.0,160433.3160044008,6.124689082524919e-07
1.0,165312.18265164687,6.316332948455487e-07
1.0,170339.41835561034,6.513784300390498e-07
1.0,175519.5351020827,6.7172170059163e-07
1.0,180857.1820888607,6.926810109794521e-07
1.0,186357.14989843994,7.142748003326632e-07
1.0,192024.3747976024,7.365220602756872e-07
1.0,197863.94316775695,7.594423537180931e-07
1.0,203881.09607000882,7.830558346116449e-07
1.0,210081.23394905546,8.073832686808943e-07
1.0,216469.9214801306,8.324460551175223e-07
1.0,223052.8925633463,8.582662492127889e-07
1.0,229836.05546991638,8.84866585882788e-07
1.0,236825.49814487807,9.122705040410361e-07
1.0,244027.49367107413,9.405021717500671e-07
1.0,251448.5058992961,9.695865120883455e-07
1.0,259095.19524964463,9.995492296628957e-07
1.0,266974.4246893112,1.0304168376936472e-06
1.0,275093.2658921488,1.062216685616663e-06
1.0,283459.0055855576,1.094976987139608e-06
1.0,292079.1520903832,1.1287268487123677e-06
1.0,300961.44205969735,1.1634962983764753e-06
1.0,310113.8474225078,1.199316314974984e-06
1.0,319544.5825386313,1.2362188577195736e-06
1.0,329262.1115711494,1.2742368961223315e-06
1.0,339275.15608306514,1.3134044403179927e-06
1.0,349592.7028649784,1.3537565718122732e-06
1.0,360224.012000805,1.3953294747052892e-06
1.0,371178.6251787792,1.43816046744804e-06
1.0,382466.3742551976,1.4822880351994836e-06
1.0,394097.39007859206,1.5277518628577063e-06
1.0,406082.1115822506,1.5745928688436415e-06
1.0,418431.29515324626,1.6228532397193347e-06
1.0,431156.0242863845,1.672576465724072e-06
1.0,444267.719531731,1.723807377312349e-06
1.0,457778.1487446508,1.7765921827765476e-06
1.0,471699.43764755584,1.8309785070355322e-06
1.0,486044.0807128421,1.8870154316678957e-06
1.0,500824.9523767815,1.9447535362654885e-06
1.0,516055.31859443587,2.0042449411796194e-06
1.0,531748.8487459618,2.065543351728596e-06
1.0,547919.6279049927,2.128704103932222e-06
1.0,564582.1694801095,2.1937842118349073e-06
1.0,581751.4282407447,2.2608424164766154e-06
1.0,599442.8137392139,2.3299392365675857e-06
1.0,617672.2041409144,2.4011370209206035e-06
1.0,636455.9604751127,2.4745000026926747e-06
1.0,655810.9413191029,2.5500943554863323e-06
1.0,675754.5179289205,2.6279882513597903e-06
1.0,696304.5898301885,2.708251920794678e-06
1.0,717479.6008830902,2.7909577146697466e-06
1.0,739298.5558358878,2.876180168289397e-06
1.0,761781.0373818403,2.9639960675162545e-06
1.0,784947.2237348348,3.054484517058541e-06
1.0,808817.9067394998,3.1477270109635803e-06
1.0,833414.5105320595,3.2438075053711162e-06
1.0,858759.1107686729,3.3428124935817455e-06
1.0,884874.4544385193,3.4448310834975262e-06
1.0,911783.9802794099,3.549955077494945e-06
1.0,939511.839814249,3.658279054792058e-06
1.0,968082.9190272276,3.7699004563748884e-06
1.0,997522.8606991995,3.884919672550799e-06
1.0,1027858.0874222909,4.003440133198887e-06
1.0,1059115.8253143958,4.125568400791726e-06
1.0,1091324.1284548428,4.251414266264073e-06
1.0,1124511.9040631661,4.381090847809079e-06
1.0,1158708.938443572,4.514714692684356e-06
1.0,1193945.9237183963,4.652405882114459e-06
1.0,1230254.4853745378,4.794288139378887e-06
1.0,1267667.2106475986,4.940488941178969e-06
1.0,1306217.6777691934,5.091139632379429e-06
1.0,1345940.4861036951,5.246375544224965e-06
1.0,1386871.287201451,5.406336116134584e-06
1.0,1429046.816796344,5.571165021181119e-06
1.0,1472504.9277764205,5.741010295366303e-06
1.0,1517284.6241571694,5.916024470805825e-06
1.0,1563426.096087954,6.096364712942277e-06
1.0,1610970.7559230002,6.282192961908341e-06
1.0,1659961.275389331,6.473676078166001e-06
1.0,1710441.6238849948,6.670985992551652e-06
1.0,1762457.1079419663,6.874299860861495e-06
1.0,1816054.411889134,7.083800223115586e-06
1.0,1871281.6397518737,7.29967516764302e-06
1.0,1928188.3584258116,7.522118500135761e-06
1.0,1986825.6421635232,7.751329917822356e-06
1.0,2047246.118414098,7.987515188918612e-06
1.0,2109504.0150567163,8.230886337515717e-06
1.0,2173655.2090706187,8.48166183407262e-06
1.0,2239757.2766851573,8.740066791683378e-06
1.0,2307869.54505494,9.006333168296145e-06
1.0,2378053.145506448,9.280699975065858e-06
1.0,2450371.068403909,9.563413491027342e-06
1.0,2524888.219683663,9.854727484282573e-06
1.0,2601671.479107792,1.0154903439900701e-05
1.0,2680789.7602892546,1.0464210794735352e-05
1.0,2762314.072542424,1.0782927179371417e-05
1.0,2846317.5846145423,1.1111338667417246e-05
1.0,2932875.690355279,1.1449740032368364e-05
1.0,3022066.076383333,1.179843501227167e-05
1.0,3113968.7918108194,1.2157736582429398e-05
1.0,3208666.320088015,1.25279672363874e-05
1.0,3306243.6530329376,1.2909459275460078e-05
1.0,3406788.3671122077,1.3302555107052773e-05
1.0,3510390.7020416544,1.3707607552049175e-05
1.0,3617143.641777213,1.4124980161539713e-05
1.0,3727142.997968799,1.4555047543176641e-05
1.0,3840487.495952048,1.499819569744746e-05
1.0,3957278.863355138,1.545482236416979e-05
1.0,4077621.9214001764,1.592533737951881e-05
1.0,4201624.67898111,1.6410163043907196e-05
1.0,4329398.429602611,1.6909734501049405e-05
1.0,4461057.851266925,1.742450012854904e-05
1.0,4596721.109398328,1.7954921940360962e-05
1.0,4736509.962897564,1.8501476001490155e-05
1.0,4880549.873421483,1.906465285529802e-05
1.0,5028970.117985923,1.964495796380133e-05
1.0,5181903.904992893,2.0242912161358748e-05
1.0,5339488.493786224,2.0859052122151648e-05
1.0,5501865.317842974,2.1493930841879575e-05
1.0,5669180.111711151,2.2148118134102742e-05
1.0,5841583.041807666,2.2822201141676912e-05
1.0,6019228.841193947,2.3516784863740006e-05
1.0,6202276.9484501565,2.423249269872368e-05
1.0,6390891.650772627,2.4969967003875636e-05
1.0,6585242.231422987,2.5729869671799182e-05
1.0,6785503.1216613,2.6512882724521933e-05
1.0,6991854.057299567,2.7319708925631012e-05
1.0,7204480.240016103,2.8151072411023384e-05
1.0,7423572.503575585,2.900771933883632e-05
1.0,7649327.485103951,2.989041855914222e-05
1.0,7881947.80157184,3.079996230400936e-05
2.0,20304.105579112525,6.456533486969628e-08
2.0,20921.564757662312,6.691095771116026e-08
2.0,21557.801214319225,6.933328839994708e-08
2.0,22213.385976586545,7.183459437208634e-08
2.0,22888.907437232534,7.441720988851367e-08
2.0,23584.971882377795,7.708353822260024e-08
2.0,24302.20403564211,7.98360539116573e-08
2.0,25041.247618839076,8.267730507378303e-08
2.0,25802.765929721798,8.560991579149381e-08
2.0,26587.44243729809,8.86365885636762e-08
2.0,27395.98139524963,9.176010682748157e-08
2.0,28229.10847400547,9.498333755188002e-08
2.0,29087.571412037243,9.830923390467633e-08
2.0,29972.140686960694,1.0174083799488878e-07
2.0,30883.610207045724,1.052812836924733e-07
2.0,31822.798023755637,1.0893379952747991e-07
2.0,32790.54706595514,1.1270171167080334e-07
2.0,33787.72589644602,1.1658844699879658e-07
2.0,34815.22949150942,1.2059753624409892e-07
2.0,35873.980044154516,1.2473261723511773e-07
2.0,36964.92779179439,1.2899743822671186e-07
2.0,38089.05186909202,1.3339586132469543e-07
2.0,39247.36118674174,1.3793186600689568e-07
2.0,40440.89533697499,1.426095527435615e-07
2.0,41670.72552660297,1.4743314672002856e-07
2.0,42937.95553843364,1.5240700166460955e-07
2.0,44243.72272192597,1.57535603784751e-07
2.0,45589.19901397049,1.628235758145821e-07
2.0,46975.591990712455,1.682756811770258e-07
2.0,48404.14595136139,1.7389682826374795e-07
2.0,49876.14303495996,1.796920748362502e-07
2.0,51392.90437111453,1.8566663255155694e-07
