,z,P,T,wv,wc,wi,S,rho
207.0,207.0,75529.27167889696,272.521224269162,0.004912601533944379,0.0002444713028700245,0.0,0.0016076299245298856,0.9605695140728467
208.0,208.0,75519.8495639242,272.5147338247796,0.0049111377144599655,0.0002459351223544372,0.0,0.001604140352481798,0.960473550600796
209.0,209.0,75510.42839157536,272.5082426242653,0.004909674232378357,0.0002473986044360471,0.0,0.0016006817316385638,0.9603775967478251
210.0,210.0,75501.00815861017,272.5017506730869,0.0049082110852597316,0.00024886175155467506,0.0,0.0015972534889711842,0.9602816524538412
211.0,211.0,75491.58883117636,272.49525800034127,0.00490674826012051,0.0002503245766938971,0.0,0.0015938541945302708,0.960185717182557
212.0,212.0,75482.17043902619,272.4887645844687,0.00490528576658103,0.0002517870702333767,0.0,0.001590484447622437,0.9600897913922273
213.0,213.0,75472.75298913325,272.4822704229881,0.0049038236057484565,0.0002532492310659482,0.0,0.0015871439709945387,0.9599938751818637
214.0,214.0,75463.33648140305,272.4757755189059,0.004902361776281143,0.00025471106053326343,0.0,0.0015838322840014156,0.9598979685404273
215.0,215.0,75453.92091574136,272.4692798750902,0.004900900276899334,0.00025617255991507273,0.0,0.0015805489277426561,0.9598020714573379
216.0,216.0,75444.50629205398,272.46278349429673,0.004899439106373403,0.00025763373044100543,0.0,0.0015772934608804545,0.9597061839223889
217.0,217.0,75435.09261024682,272.4562863791856,0.004897978263516338,0.0002590945732980722,0.0,0.0015740654569862756,0.9596103059256895
218.0,218.0,75425.67987022593,272.44978853233386,0.004896517747178191,0.00026055508963621803,0.0,0.0015708645025782934,0.9595144374576269
219.0,219.0,75416.26807189737,272.4432899562448,0.004895057556241949,0.0002620152805724602,0.0,0.0015676901956598523,0.9594185785088322
220.0,220.0,75406.85721516734,272.4367906533549,0.004893597689620396,0.0002634751471940119,0.0,0.0015645421446178343,0.95932272907016
221.0,221.0,75397.447307002,272.43029062078926,0.004892138148596332,0.0002649346882180751,0.0,0.00156142013219655,0.9592268892418445
222.0,222.0,75388.03833318695,272.4237898715023,0.004890678927389283,0.00026639390942512404,0.0,0.001558323433713788,0.9591310587963245
223.0,223.0,75378.63030068956,272.4172884023299,0.004889220027411081,0.0002678528094033276,0.0,0.0015552518775808167,0.9590352378348019
224.0,224.0,75369.22320941633,272.4107862154987,0.004887761447668206,0.0002693113891462026,0.0,0.0015522051046974344,0.9589394263488319
225.0,225.0,75359.81705927393,272.40428331318054,0.004886303187191542,0.00027076964962286843,0.0,0.0015491827644713858,0.9588436243301527
226.0,226.0,75350.41185016904,272.39777969749787,0.0048848452450340075,0.00027222759178040066,0.0,0.001546184513972011,0.9587478317706669
227.0,227.0,75341.00758200843,272.3912753705258,0.004883387620269516,0.0002736852165448923,0.0,0.0015432100175579362,0.9586520486624358
228.0,228.0,75331.60425469893,272.38477033429507,0.004881930311992059,0.0002751425248223478,0.0,0.0015402589465641427,0.9585562749976679
229.0,229.0,75322.20186814752,272.3782645907925,0.004880473319314956,0.0002765995174994491,0.0,0.0015373309790343707,0.9584605107687196
230.0,230.0,75312.80042226118,272.3717581419636,0.004879016641370179,0.000278056195444227,0.0,0.0015344257994870257,0.9583647559680855
231.0,231.0,75303.39992399987,272.36525098459754,0.004877560279590446,0.00027951255722396195,0.0,0.0015315432417001922,0.9582690106970474
232.0,232.0,75294.0003591639,272.3587431309099,0.004876104228524881,0.00028096860828952686,0.0,0.0015286826975000078,0.9581732747306597
233.0,233.0,75284.60173471442,272.35223457745724,0.004874648489709956,0.0002824243471044518,0.0,0.0015258440374949379,0.9580775481709854
234.0,234.0,75275.20405055876,272.34572532604244,0.0048731930623412524,0.00028387977447315624,0.0,0.0015230269682148508,0.9579818310109965
235.0,235.0,75265.80730660426,272.3392153784271,0.004871737945632666,0.00028533489118174194,0.0,0.001520231202583886,0.9578861232438023
236.0,236.0,75256.41150275832,272.33270473633587,0.004870283138814737,0.00028678969799967083,0.0,0.0015174564593107185,0.9577904248626358
237.0,237.0,75247.01663892841,272.32619340145715,0.004868828641133953,0.000288244195680456,0.0,0.001514702462646286,0.9576947358608502
238.0,238.0,75237.62271502212,272.31968137544527,0.004867374451852155,0.0002896983849622531,0.0,0.0015119689421767251,0.9575990562319144
239.0,239.0,75228.22973094703,272.31316865992113,0.004865920570246033,0.00029115226656837635,0.0,0.0015092556326434092,0.9575033859694076
240.0,240.0,75218.83768661084,272.3066552564735,0.004864466995606653,0.00029260584120775675,0.0,0.0015065622737830268,0.957407725067017
241.0,241.0,75209.44662889747,272.3001411329296,0.00486301374229023,0.00029405909452417863,0.0,0.0015038895005139567,0.9573120742411574
242.0,242.0,75200.056510727,272.29362632539744,0.00486156079418459,0.00029551204262981987,0.0,0.0015012360348985198,0.9572164327601751
243.0,243.0,75190.66733200727,272.2871108351305,0.004860108150730292,0.0002969646860841188,0.0,0.0014986016696546148,0.9571208006188635
244.0,244.0,75181.27909264628,272.2805946634269,0.004858655811348224,0.0002984170254661858,0.0,0.0014959861903544429,0.9570251778118707
245.0,245.0,75171.89179255202,272.27407781160736,0.004857203775449042,0.0002998690613653675,0.0,0.0014933893787934373,0.9569295643337731
246.0,246.0,75162.50543163253,272.2675602810008,0.004855752042439698,0.0003013207943747117,0.0,0.0014908110153257017,0.9568339601791218
247.0,247.0,75153.12000979585,272.2610420729398,0.004854300611725557,0.0003027722250888504,0.0,0.0014882508795742329,0.9567383653424567
248.0,248.0,75143.73552695019,272.2545231887359,0.004852849482721452,0.0003042233540929553,0.0,0.0014857087545215788,0.9566427798183901
249.0,249.0,75134.35198300373,272.24800362969467,0.004851398654844717,0.0003056741819696872,0.0,0.0014831844238854688,0.9565472036015547
