height_m,radius_micron,concentration_m3
1.0,0.09871504932698869,2.8176636146350807e-07
1.0,0.10155185388134275,2.9035369718108275e-07
1.0,0.10447018055552017,2.991893963564914e-07
1.0,0.10747237207560353,3.0828052164528605e-07
1.0,0.110560838491311,3.1763433721635644e-07
1.0,0.11373805911069639,3.272583143446993e-07
1.0,0.11700658449044718,3.371601371449547e-07
1.0,0.12036903848337818,3.4734770844833586e-07
1.0,0.12382812034476473,3.5782915582585593e-07
1.0,0.12738660689920636,3.686128377613281e-07
1.0,0.13104735476976007,3.79707349978154e-07
1.0,0.13481330267113317,3.91121531924369e-07
1.0,0.13868747376877583,4.0286447342102294e-07
1.0,0.14267297810576812,4.149455214784604e-07
1.0,0.14677301509944912,4.273742872865122e-07
1.0,0.15099087610979217,4.40160653384259e-07
1.0,0.15532994708158837,4.5331478101362194e-07
1.0,0.15979371126255965,4.6684711766545905e-07
1.0,0.1643857519995826,4.80768404823106e-07
1.0,0.16910975561526886,4.950896859134222e-07
1.0,0.1739695143672097,5.09822314476729e-07
1.0,0.17896892949226234,5.24977962566532e-07
1.0,0.1841120143383205,5.405686294030935e-07
1.0,0.18940289758608336,5.566066502960127e-07
1.0,0.1948458265634096,5.7310470586927e-07
1.0,0.20044517065491724,5.900758316164093e-07
1.0,0.206205424809566,6.075334278275039e-07
1.0,0.21213121314903816,6.25491269926784e-07
1.0,0.21822729267981472,6.439635192639591e-07
1.0,0.22449855711192612,6.629647344086389e-07
1.0,0.23095004078744416,6.825098829888826e-07
1.0,0.23758692272186827,7.02614354120354e-07
1.0,0.24441453076164965,7.232939714649383e-07
1.0,0.2514383458611918,7.445650069443723e-07
2.0,0.0008950311643002103,9.532080993540407e-10
2.0,0.0009207519485219276,9.837539699079509e-10
2.0,0.0009472118787838806,1.0153843309592385e-09
2.0,0.0009744321961518195,1.0481419188960135e-09
2.0,0.0010024347521024957,1.0820712731762084e-09
2.0,0.001031242026065228,1.1172188138298275e-09
2.0,0.0010608771434675686,1.15363292200813e-09
2.0,0.0010913638942995525,1.1913640236594928e-09
2.0,0.0011227267522114321,1.230464676410553e-09
2.0,0.0011549908941602299,1.2709896597297641e-09
2.0,0.0011881822206208795,1.3129960684487123e-09
2.0,0.001222327376378182,1.3565434097143748e-09
2.0,0.0012574537719162665,1.4016937034430498e-09
2.0,0.001293589605422724,1.4485115863437947e-09
2.0,0.001330763885425084,1.497064419576e-09
2.0,0.0013690064540778017,1.5474224001020984e-09
2.0,0.0014083480111184488,1.599658675792413e-09
2.0,0.0014488201385123415,1.6538494643347336e-09
2.0,0.00149045532580539,1.7100741759964604e-09
2.0,0.0015332869962055183,1.7684155402819174e-09
2.0,0.0015773495334135959,1.828959736521922e-09
2.0,0.0016226783092254176,1.8917965284267038e-09
2.0,0.0016693097119268878,1.9570194026269488e-09
2.0,0.0017172811755052073,2.024725711221076e-09
2.0,0.001766631209699515,2.095016818339766e-09
2.0,0.0018173994309150965,2.1679982507314186e-09
2.0,0.0018696265940259889,2.2437798523645105e-09
2.0,0.0019233546250915048,2.3224759430348265e-09
2.0,0.0019786266550129434,2.4042054809572924e-09
2.0,0.0020354870541575,2.48909222931361e-09
2.0,0.002093981467977177,2.5772649267181776e-09
2.0,0.0021541568536512902,2.6688574615559003e-09
2.0,0.0022160615177819728,2.764009050136361e-09
2.0,0.0022797451551729527,2.862864418599751e-09
2.0,0.0023452588887227276,2.9655739885006283e-09
2.0,0.0024126553104641593,3.07229406598641e-09
2.0,0.0024819885237834377,3.1831870344781865e-09
2.0,0.0025533141868523063,3.298421550752383e-09
2.0,0.0026266895573084023,3.4181727443127545e-09
2.0,0.0027021735382196034,3.5426224199334876e-09
2.0,0.002779826725369261,3.6719592632456663e-09
2.0,0.0028597114559002794,3.806379049231327e-09
2.0,0.0029418918583570958,3.946084853481685e-09
2.0,0.0030264339041657365,4.0912872660691445e-09
2.0,0.0031134054605932706,4.242204607876356e-09
2.0,0.0032028763452291685,4.399063149220108e-09
2.0,0.0032949183820323137,4.562097330603277e-09
2.0,0.003389605458988661,4.7315499854247156e-09
2.0,0.0034870135874258057,4.907672564474648e-09
2.0,0.003587220963032106,5.09072536204257e-09
2.0,0.0036903080286293227,5.280977743465419e-09
2.0,0.003796357538749183,5.478708373946437e-09
2.0,0.0039054546260656924,5.68420544847989e-09
2.0,0.004017686869736539,5.8977669227234474e-09
2.0,0.004133144365708446,6.119700744669391e-09
2.0,0.004251919799042896,6.350325086977369e-09
2.0,0.004374108518320326,6.5899685798459906e-09
