height_m,wet_radius_micron,concentration_m3
0.0,30456.852368938886,7.933936079428643e-08
0.0,31332.100247560702,8.198361808851749e-08
0.0,32232.500392075017,8.470805311792791e-08
0.0,33158.77561083701,8.751490984214301e-08
0.0,34111.66948376658,9.040649592147779e-08
0.0,35091.946959267094,9.338518464986057e-08
0.0,36100.39496829811,9.645341694011967e-08
0.0,37137.82305609474,9.961370336299707e-08
0.0,38205.064032041075,1.0286862624132216e-07
0.0,39302.97463821905,1.0622084180082561e-07
0.0,40432.43623716979,1.0967308237916248e-07
0.0,41594.355519419245,1.132281586947585e-07
0.0,42789.66523133621,1.1688896217717402e-07
0.0,44019.32492390705,1.2065846736073867e-07
0.0,45284.32172302823,1.245397343432793e-07
0.0,46585.671121934916,1.2853591131183457e-07
0.0,47924.41779640185,1.3265023713731034e-07
0.0,49301.63644337092,1.3688604404011027e-07
0.0,50718.43264367862,1.4124676032882803e-07
0.0,52175.943749575934,1.457359132141797e-07
0.0,53675.339797753266,1.5035713170040164e-07
0.0,55217.824448603154,1.5511414955643705e-07
0.0,56804.63595247478,1.6001080836927802e-07
0.0,58437.04814369626,1.6505106068193224e-07
0.0,60116.37146316221,1.7023897321853715e-07
0.0,61843.95401030797,1.7557873019923063e-07
0.0,63621.18262531452,1.810746367474644e-07
0.0,65449.484002413075,1.8673112239252025e-07
0.0,67330.32583518319,1.925527446700747e-07
0.0,69265.21799476368,1.9854419282374085e-07
0.0,71255.71374192179,2.0471029161059805e-07
0.0,73303.41097395438,2.110560052137961e-07
0.0,75409.95350742144,2.1758644126543436e-07
0.0,77577.0323977421,2.243068549829809e-07
0.0,79806.38729671211,2.3122265342259929e-07
0.0,82099.80784903273,2.3833939985284695e-07
0.0,84459.13512897215,2.456628182523072e-07
0.0,86886.26311831274,2.5319879793480816e-07
0.0,89383.1402267705,2.6095339830599595e-07
0.0,91951.77085610703,2.6893285375512393e-07
0.0,94594.21700919032,2.771435786860376e-07
0.0,97312.5999452951,2.855921726914466e-07
0.0,100109.10188297252,2.942854258746618e-07
0.0,102985.96775185551,3.032303243231537e-07
0.0,105945.5069948061,3.124340557383326e-07
0.0,108990.09542185199,3.219040152261453e-07
0.0,112122.17711740013,3.3164781125316204e-07
0.0,115344.26640225828,3.4167327177297984e-07
0.0,118658.94985204001,3.5198845052791467e-07
0.0,122068.8883735731,3.6260163353106025e-07
0.0,125576.81934097844,3.7352134573397494e-07
0.0,129185.55879313398,3.8475635788537954e-07
