scenario,aerosol_name,albedo
for_Sulfate_accum_and_Sea_salt_coarse_simulation,Sea_salt_coarse,0.107205112804574
for_Sulfate_accum_and_Sea_salt_coarse_simulation,Sulfate_accum,0.271134712124529
for_Biogenic_OC_and_Anthropogenic_OC_simulation,Anthropogenic_OC,0.307246978263439
for_Sea_salt_coarse_and_Black_carbon_fine_simulation,Black_carbon_fine,0.0415251144094843
for_Biogenic_OC_and_Anthropogenic_OC_simulation,Biogenic_OC,0.273355000222665
for_Sea_salt_coarse_and_Black_carbon_fine_simulation,Sea_salt_coarse,0.157972229539583
for_Biogenic_OC_and_Sea_salt_coarse_simulation,Biogenic_OC,0.32145377515097
for_Biogenic_OC_and_Sea_salt_coarse_simulation,Sea_salt_coarse,0.100623836917926
