scenario,aerosol_name,albedo
for_Sulfate_accum_and_Sea_salt_coarse_simulation,Sulfate_accum,0.27113471212452855
for_Sulfate_accum_and_Sea_salt_coarse_simulation,Sea_salt_coarse,0.10720511280457388
for_Biogenic_OC_and_Anthropogenic_OC_simulation,Anthropogenic_OC,0.30724697826343927
for_Sea_salt_coarse_and_Black_carbon_fine_simulation,Black_carbon_fine,0.041525114409484309
for_Biogenic_OC_and_Anthropogenic_OC_simulation,Biogenic_OC,0.27335500022266507
for_Sea_salt_coarse_and_Black_carbon_fine_simulation,Sea_salt_coarse,0.15797222953958334
for_Biogenic_OC_and_Sea_salt_coarse_simulation,Biogenic_OC,0.32145377515096957
for_Biogenic_OC_and_Sea_salt_coarse_simulation,Sea_salt_coarse,0.10062383691792648
